0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,,,,
,Name:,Julien,Family name:,Stevens,Nationality:,Belgium ,Gender:, ,Age:,76  years,,,,
,Name:,Eric,Family name:,Leman,Nationality:,Belgium ,Gender:, ,Age:,73  years,,,,
,Name:,Rik,Family name:,Van Looy,Nationality:,Belgium ,Gender:, ,Age:,85  years,,,,
,Name:,Joaquim Francisco,Family name:,Fernandes Agostinho,Nationality:,Portugal ,Gender:, ,Age:,41 years,Date of birth:,,,
,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,,,,
,Name:,Mariano,Family name:,Díaz Díaz,Nationality:,Spain ,Gender:, ,Age:,74 years,Date of birth:,,,
,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,,,,
,Name:,Michele,Family name:,Dancelli,Nationality:,Italy ,Gender:, ,Age:,77  years,,,,
,Name:,Roger,Family name:,Pingeon,Nationality:,France ,Gender:, ,Age:,76 years,Date of birth:,,,
,Name:,Herman,Family name:,Van Springel,Nationality:,Belgium ,Gender:, ,Age:,76  years,,,,
,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,,,,
,Name:,Felice,Family name:,Gimondi,Nationality:,Italy ,Gender:, ,Age:,76 years,Date of birth:,,,
,Name:,Guido,Family name:,Reybrouck,Nationality:,Belgium ,Gender:, ,Age:,77  years,,,,
,Name:,Joaquim Francisco,Family name:,Fernandes Agostinho,Nationality:,Portugal ,Gender:, ,Age:,41 years,Date of birth:,,,
,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,,,,
,Name:,Raymond,Family name:,Delisle,Nationality:,France ,Gender:, ,Age:,70 years,Date of birth:,,,
,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,,,,
,Name:,Barry,Family name:,Hoban,Nationality:,Great Britain ,Gender:, ,Age:,79  years,,,,
,Name:,Barry,Family name:,Hoban,Nationality:,Great Britain ,Gender:, ,Age:,79  years,,,,
,Name:,Pierre,Family name:,Matignon,Nationality:,France ,Gender:, ,Age:,44 years,Date of birth:,,,
,Name:,Herman,Family name:,Van Springel,Nationality:,Belgium ,Gender:, ,Age:,76  years,,,,
,Name:,Joseph,Family name:,Spruyt,Nationality:,Belgium ,Gender:, ,Age:,76  years,,,,
,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,,,,
,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,,,,
,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,,,,
,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,,,,
,Name:,Charly,Family name:,Grosskost,Nationality:,France ,Gender:, ,Age:,60 years,Date of birth:,,,
,Name:,Charly,Family name:,Grosskost,Nationality:,France ,Gender:, ,Age:,60 years,Date of birth:,,,
,Name:,Eric,Family name:,De Vlaeminck,Nationality:,Belgium ,Gender:, ,Age:,70 years,Date of birth:,,,
,Name:,Herman,Family name:,Van Springel,Nationality:,Belgium ,Gender:, ,Age:,76  years,,,,
,Name:,Walter,Family name:,Godefroot,Nationality:,Belgium ,Gender:, ,Age:,76  years,,,,
,Name:,Georges,Family name:,Chappe,Nationality:,France ,Gender:, ,Age:,75  years,,,,
,Name:,André,Family name:,Desvages,Nationality:,France ,Gender:, ,Age:,74 years,Date of birth:,,,
,Name:,Jean,Family name:,Dumont,Nationality:,France ,Gender:, ,Age:,76  years,,,,
,Name:,Aurelio,Family name:,González Puente,Nationality:,Spain ,Gender:, ,Age:,79  years,,,,
,Name:,Franco,Family name:,Bitossi,Nationality:,Italy ,Gender:, ,Age:,78  years,,,,
,Name:,Daniel,Family name:,Vanryckeghem,Nationality:,Belgium ,Gender:, ,Age:,62 years,Date of birth:,,,
,Name:,Walter,Family name:,Godefroot,Nationality:,Belgium ,Gender:, ,Age:,76  years,,,,
,Name:,Gilbert,Family name:,Bellone,Nationality:,France ,Gender:, ,Age:,76  years,,,,
,Name:,Daniel,Family name:,Vanryckeghem,Nationality:,Belgium ,Gender:, ,Age:,62 years,Date of birth:,,,
,Name:,Georges,Family name:,Pintens,Nationality:,Belgium ,Gender:, ,Age:,72  years,,,,
,Name:,Herman,Family name:,Van Springel,Nationality:,Belgium ,Gender:, ,Age:,76  years,,,,
,Name:,Jan,Family name:,Janssen,Nationality:,The Netherlands ,Gender:, ,Age:,79  years,,,,
,Name:,Roger,Family name:,Pingeon,Nationality:,France ,Gender:, ,Age:,76 years,Date of birth:,,,
,Name:,Franco,Family name:,Bitossi,Nationality:,Italy ,Gender:, ,Age:,78  years,,,,
,Name:,Jean-Pierre,Family name:,Genet,Nationality:,France ,Gender:, ,Age:,64 years,Date of birth:,,,
,Name:,Roger,Family name:,Pingeon,Nationality:,France ,Gender:, ,Age:,76 years,Date of birth:,,,
,Name:,Barry,Family name:,Hoban,Nationality:,Great Britain ,Gender:, ,Age:,79  years,,,,
,Name:,Jos,Family name:,Huysmans,Nationality:,Belgium ,Gender:, ,Age:,70 years,Date of birth:,,,
,Name:,Eric,Family name:,Leman,Nationality:,Belgium ,Gender:, ,Age:,73  years,,,,
,Name:,Maurice,Family name:,Izier,Nationality:,France ,Gender:, ,Age:,75  years,,,,
,Name:,Jan,Family name:,Janssen,Nationality:,The Netherlands ,Gender:, ,Age:,79  years,,,,
,Name:,Jan,Family name:,Janssen,Nationality:,The Netherlands ,Gender:, ,Age:,79  years,,,,
,Name:,Franco,Family name:,Bitossi,Nationality:,Italy ,Gender:, ,Age:,78  years,,,,
,Name:,Aurelio,Family name:,González Puente,Nationality:,Spain ,Gender:, ,Age:,79  years,,,,
,Name:,José María,Family name:,Errandonea Urtizberea,Nationality:,Spain ,Gender:, ,Age:,78  years,,,,
,Name:,Walter,Family name:,Godefroot,Nationality:,Belgium ,Gender:, ,Age:,76  years,,,,
,Name:,Willy,Family name:,Van Neste,Nationality:,Belgium ,Gender:, ,Age:,75  years,,,,
,Name:,Marino,Family name:,Basso,Nationality:,Italy ,Gender:, ,Age:,74  years,,,,
,Name:,Guido,Family name:,Reybrouck,Nationality:,Belgium ,Gender:, ,Age:,77  years,,,,
,Name:,Roger,Family name:,Pingeon,Nationality:,France ,Gender:, ,Age:,76 years,Date of birth:,,,
,Name:,Rik,Family name:,Van Looy,Nationality:,Belgium ,Gender:, ,Age:,85  years,,,,
,Name:,Herman,Family name:,Van Springel,Nationality:,Belgium ,Gender:, ,Age:,76  years,,,,
,Name:,Michael,Family name:,Wright,Nationality:,Great Britain ,Gender:, ,Age:,78  years,,,,
,Name:,Lucien,Family name:,Aimar,Nationality:,France ,Gender:, ,Age:,78  years,,,,
,Name:,Guido,Family name:,Reybrouck,Nationality:,Belgium ,Gender:, ,Age:,77  years,,,,
,Name:,Felice,Family name:,Gimondi,Nationality:,Italy ,Gender:, ,Age:,76 years,Date of birth:,,,
,Name:,José,Family name:,Samyn,Nationality:,France ,,   BEL from 11-05-1946 until 00-00-1964,Gender:, ,Age:,23 years,Date of birth:,
,Name:,Raymond,Family name:,Riotte,Nationality:,France ,Gender:, ,Age:,79  years,,,,
,Name:,Jan,Family name:,Janssen,Nationality:,The Netherlands ,Gender:, ,Age:,79  years,,,,
,Name:,Barry,Family name:,Hoban,Nationality:,Great Britain ,Gender:, ,Age:,79  years,,,,
,Name:,Rolf,Family name:,Wolfshohl,Nationality:,Germany ,Gender:, ,Age:,80  years,,,,
,Name:,Fernando,Family name:,Manzaneque Sánchez,Nationality:,Spain ,Gender:, ,Age:,70 years,Date of birth:,,,
,Name:,Raymond,Family name:,Mastrotto,Nationality:,France ,Gender:, ,Age:,49 years,Date of birth:,,,
,Name:,Marino,Family name:,Basso,Nationality:,Italy ,Gender:, ,Age:,74  years,,,,
,Name:,Jean,Family name:,Stablinski,Nationality:,France ,,   POL from 21-05-1932 until 00-00-1948,Gender:, ,Age:,75 years,Date of birth:,
,Name:,Felice,Family name:,Gimondi,Nationality:,Italy ,Gender:, ,Age:,76 years,Date of birth:,,,
,Name:,Paul,Family name:,Lemeteyer,Nationality:,France ,Gender:, ,Age:,77  years,,,,
,Name:,René,Family name:,Binggeli,Nationality:,Switzerland ,Gender:, ,Age:,66 years,Date of birth:,,,
,Name:,Raymond,Family name:,Poulidor,Nationality:,France ,Gender:, ,Age:,83  years,,,,
,Name:,Roger,Family name:,Pingeon,Nationality:,France ,Gender:, ,Age:,76 years,Date of birth:,,,
,Name:,Jan,Family name:,Janssen,Nationality:,The Netherlands ,Gender:, ,Age:,79  years,,,,
,Name:,Julio,Family name:,Jiménez Muñoz,Nationality:,Spain ,Gender:, ,Age:,84  years,,,,
,Name:,Rudi,Family name:,Altig,Nationality:,Germany ,Gender:, ,Age:,79 years,Date of birth:,,,
,Name:,Guido,Family name:,Reybrouck,Nationality:,Belgium ,Gender:, ,Age:,77  years,,,,
,Name:,Jo,Family name:,De Roo,Nationality:,The Netherlands ,Gender:, ,Age:,82  years,,,,
,Name:,Gerben,Family name:,Karstens,Nationality:,The Netherlands ,Gender:, ,Age:,77  years,,,,
,Name:,Willy,Family name:,Planckaert,Nationality:,Belgium ,Gender:, ,Age:,75  years,,,,
,Name:,Franco,Family name:,Bitossi,Nationality:,Italy ,Gender:, ,Age:,78  years,,,,
,Name:,Edward,Family name:,Sels,Nationality:,Belgium ,Gender:, ,Age:,77  years,,,,
,Name:,Albert,Family name:,Van Vlierberghe,Nationality:,Belgium ,Gender:, ,Age:,49 years,Date of birth:,,,
,Name:,Willy,Family name:,Planckaert,Nationality:,Belgium ,Gender:, ,Age:,75  years,,,,
,Name:,Gerben,Family name:,Karstens,Nationality:,The Netherlands ,Gender:, ,Age:,77  years,,,,
,Name:,Tommaso,Family name:,De Prà,Nationality:,Italy ,Gender:, ,Age:,80  years,,,,
,Name:,Marcello,Family name:,Mugnaini,Nationality:,Italy ,Gender:, ,Age:,78  years,,,,
,Name:,Rudi,Family name:,Altig,Nationality:,Germany ,Gender:, ,Age:,79 years,Date of birth:,,,
,Name:,Georges,Family name:,Van Den Berghe,Nationality:,Belgium ,Gender:, ,Age:,41 years,Date of birth:,,,
,Name:,Jo,Family name:,De Roo,Nationality:,The Netherlands ,Gender:, ,Age:,82  years,,,,
,Name:,Raymond,Family name:,Poulidor,Nationality:,France ,Gender:, ,Age:,83  years,,,,
,Name:,Luis,Family name:,Otaño Arcelus,Nationality:,Spain ,Gender:, ,Age:,85  years,,,,
,Name:,Julio,Family name:,Jiménez Muñoz,Nationality:,Spain ,Gender:, ,Age:,84  years,,,,
,Name:,Franco,Family name:,Bitossi,Nationality:,Italy ,Gender:, ,Age:,78  years,,,,
,Name:,Edy,Family name:,Schütz,Nationality:,Luxemburg ,Gender:, ,Age:,78  years,,,,
,Name:,Ferdinand,Family name:,Bracke,Nationality:,Belgium ,Gender:, ,Age:,80  years,,,,
,Name:,Henk,Family name:,Nijdam,Nationality:,The Netherlands ,Gender:, ,Age:,73 years,Date of birth:,,,
,Name:,Pierre,Family name:,Beuffeuil,Nationality:,France ,Gender:, ,Age:,84  years,,,,
,Name:,Edward,Family name:,Sels,Nationality:,Belgium ,Gender:, ,Age:,77  years,,,,
,Name:,Rudi,Family name:,Altig,Nationality:,Germany ,Gender:, ,Age:,79 years,Date of birth:,,,
,Name:,Lucien,Family name:,Aimar,Nationality:,France ,Gender:, ,Age:,78  years,,,,
,Name:,Julio,Family name:,Jiménez Muñoz,Nationality:,Spain ,Gender:, ,Age:,84  years,,,,
,Name:,Willy,Family name:,Planckaert,Nationality:,Belgium ,Gender:, ,Age:,75  years,,,,
,Name:,Rik,Family name:,Van Looy,Nationality:,Belgium ,Gender:, ,Age:,85  years,,,,
,Name:,Cees,Family name:,Lute,Nationality:,The Netherlands ,Gender:, ,Age:,80  years,,,,
,Name:,Bernard,Family name:,Van De Kerckhove,Nationality:,Belgium ,Gender:, ,Age:,74 years,Date of birth:,,,
,Name:,Felice,Family name:,Gimondi,Nationality:,Italy ,Gender:, ,Age:,76 years,Date of birth:,,,
,Name:,Edgard,Family name:,Sorgeloos,Nationality:,Belgium ,Gender:, ,Age:,85 years,Date of birth:,,,
,Name:,Cees,Family name:,Van Espen,Nationality:,The Netherlands ,Gender:, ,Age:,81  years,,,,
,Name:,Raymond,Family name:,Poulidor,Nationality:,France ,Gender:, ,Age:,83  years,,,,
,Name:,Guido,Family name:,Reybrouck,Nationality:,Belgium ,Gender:, ,Age:,77  years,,,,
,Name:,Edward,Family name:,Sels,Nationality:,Belgium ,Gender:, ,Age:,77  years,,,,
,Name:,Jo,Family name:,De Roo,Nationality:,The Netherlands ,Gender:, ,Age:,82  years,,,,
,Name:,Julio,Family name:,Jiménez Muñoz,Nationality:,Spain ,Gender:, ,Age:,84  years,,,,
,Name:,Guido,Family name:,Reybrouck,Nationality:,Belgium ,Gender:, ,Age:,77  years,,,,
,Name:,José,Family name:,Pérez Francés,Nationality:,Spain ,Gender:, ,Age:,82  years,,,,
,Name:,Jan,Family name:,Janssen,Nationality:,The Netherlands ,Gender:, ,Age:,79  years,,,,
,Name:,Adriano,Family name:,Durante,Nationality:,Italy ,Gender:, ,Age:,68 years,Date of birth:,,,
,Name:,Raymond,Family name:,Poulidor,Nationality:,France ,Gender:, ,Age:,83  years,,,,
,Name:,Giuseppe,Family name:,Fezzardi,Nationality:,Italy ,Gender:, ,Age:,79  years,,,,
,Name:,Joaquín,Family name:,Galera Magdaleno,Nationality:,Spain ,Gender:, ,Age:,79  years,,,,
,Name:,Julio,Family name:,Jiménez Muñoz,Nationality:,Spain ,Gender:, ,Age:,84  years,,,,
,Name:,Felice,Family name:,Gimondi,Nationality:,Italy ,Gender:, ,Age:,76 years,Date of birth:,,,
,Name:,Rik,Family name:,Van Looy,Nationality:,Belgium ,Gender:, ,Age:,85  years,,,,
,Name:,Michael,Family name:,Wright,Nationality:,Great Britain ,Gender:, ,Age:,78  years,,,,
,Name:,Gerben,Family name:,Karstens,Nationality:,The Netherlands ,Gender:, ,Age:,77  years,,,,
,Name:,Felice,Family name:,Gimondi,Nationality:,Italy ,Gender:, ,Age:,76 years,Date of birth:,,,
,Name:,Felice,Family name:,Gimondi,Nationality:,Italy ,Gender:, ,Age:,76 years,Date of birth:,,,
,Name:,Jan,Family name:,Janssen,Nationality:,The Netherlands ,Gender:, ,Age:,79  years,,,,
,Name:,Julio,Family name:,Jiménez Muñoz,Nationality:,Spain ,Gender:, ,Age:,84  years,,,,
,Name:,Edward,Family name:,Sels,Nationality:,Belgium ,Gender:, ,Age:,77  years,,,,
,Name:,André,Family name:,Darrigade,Nationality:,France ,Gender:, ,Age:,90  years,,,,
,Name:,Bernard,Family name:,Van De Kerckhove,Nationality:,Belgium ,Gender:, ,Age:,74 years,Date of birth:,,,
,Name:,José Antonio,Family name:,Momeñe Campo,Nationality:,Spain ,Gender:, ,Age:,70 years,Date of birth:,,,
,Name:,Rudi,Family name:,Altig,Nationality:,Germany ,Gender:, ,Age:,79 years,Date of birth:,,,
,Name:,Willy,Family name:,Derboven,Nationality:,Belgium ,Gender:, ,Age:,57 years,Date of birth:,,,
,Name:,Henk,Family name:,Nijdam,Nationality:,The Netherlands ,Gender:, ,Age:,73 years,Date of birth:,,,
,Name:,Jan,Family name:,Janssen,Nationality:,The Netherlands ,Gender:, ,Age:,79  years,,,,
,Name:,Federico,Family name:,Martín Bahamontes,Nationality:,Spain ,Gender:, ,Age:,91  years,,,,
,Name:,Jacques,Family name:,Anquetil,Nationality:,France ,Gender:, ,Age:,53 years,Date of birth:,,,
,Name:,Jan,Family name:,Janssen,Nationality:,The Netherlands ,Gender:, ,Age:,79  years,,,,
,Name:,Jacques,Family name:,Anquetil,Nationality:,France ,Gender:, ,Age:,53 years,Date of birth:,,,
,Name:,Edward,Family name:,Sels,Nationality:,Belgium ,Gender:, ,Age:,77  years,,,,
,Name:,Jo,Family name:,De Roo,Nationality:,The Netherlands ,Gender:, ,Age:,82  years,,,,
,Name:,Julio,Family name:,Jiménez Muñoz,Nationality:,Spain ,Gender:, ,Age:,84  years,,,,
,Name:,Edward,Family name:,Sels,Nationality:,Belgium ,Gender:, ,Age:,77  years,,,,
,Name:,Raymond,Family name:,Poulidor,Nationality:,France ,Gender:, ,Age:,83  years,,,,
,Name:,Federico,Family name:,Martín Bahamontes,Nationality:,Spain ,Gender:, ,Age:,91  years,,,,
,Name:,Jacques,Family name:,Anquetil,Nationality:,France ,Gender:, ,Age:,53 years,Date of birth:,,,
,Name:,André,Family name:,Darrigade,Nationality:,France ,Gender:, ,Age:,90  years,,,,
,Name:,Edward,Family name:,Sels,Nationality:,Belgium ,Gender:, ,Age:,77  years,,,,
,Name:,Julio,Family name:,Jiménez Muñoz,Nationality:,Spain ,Gender:, ,Age:,84  years,,,,
,Name:,Jean,Family name:,Stablinski,Nationality:,France ,,   POL from 21-05-1932 until 00-00-1948,Gender:, ,Age:,75 years,Date of birth:,
,Name:,Benoni,Family name:,Beheyt,Nationality:,Belgium ,Gender:, ,Age:,78  years,,,,
,Name:,Jacques,Family name:,Anquetil,Nationality:,France ,Gender:, ,Age:,53 years,Date of birth:,,,
,Name:,Federico,Family name:,Martín Bahamontes,Nationality:,Spain ,Gender:, ,Age:,91  years,,,,
,Name:,Jacques,Family name:,Anquetil,Nationality:,France ,Gender:, ,Age:,53 years,Date of birth:,,,
,Name:,Jan,Family name:,Janssen,Nationality:,The Netherlands ,Gender:, ,Age:,79  years,,,,
,Name:,Eddy,Family name:,Pauwels,Nationality:,Belgium ,Gender:, ,Age:,81 years,Date of birth:,,,
,Name:,Rik,Family name:,Van Looy,Nationality:,Belgium ,Gender:, ,Age:,85  years,,,,
,Name:,Alan,Family name:,Ramsbottom,Nationality:,Great Britain ,Gender:, ,Age:,83  years,,,,
,Name:,Seamus,Family name:,Elliott,Nationality:,Ireland ,Gender:, ,Age:,36 years,Date of birth:,,,
,Name:,Frans,Family name:,Melckenbeeck,Nationality:,Belgium ,Gender:, ,Age:,78  years,,,,
,Name:,Antonio,Family name:,Bailetti,Nationality:,Italy ,Gender:, ,Age:,81  years,,,,
,Name:,Roger,Family name:,De Breuker,Nationality:,Belgium ,Gender:, ,Age:,78 years,Date of birth:,,,
,Name:,Jacques,Family name:,Anquetil,Nationality:,France ,Gender:, ,Age:,53 years,Date of birth:,,,
,Name:,Jan,Family name:,Janssen,Nationality:,The Netherlands ,Gender:, ,Age:,79  years,,,,
,Name:,Rik,Family name:,Van Looy,Nationality:,Belgium ,Gender:, ,Age:,85  years,,,,
,Name:,Giuseppe,Family name:,Cerami,Nationality:,Belgium ,,   ITA from 28-03-1922 until 16-03-1956,Gender:, ,Age:,92 years,Date of birth:,
,Name:,Jacques,Family name:,Anquetil,Nationality:,France ,Gender:, ,Age:,53 years,Date of birth:,,,
,Name:,Guy,Family name:,Ignolin,Nationality:,France ,Gender:, ,Age:,75 years,Date of birth:,,,
,Name:,André,Family name:,Darrigade,Nationality:,France ,Gender:, ,Age:,90  years,,,,
,Name:,Rik,Family name:,Van Looy,Nationality:,Belgium ,Gender:, ,Age:,85  years,,,,
,Name:,Guy,Family name:,Ignolin,Nationality:,France ,Gender:, ,Age:,75 years,Date of birth:,,,
,Name:,Federico,Family name:,Martín Bahamontes,Nationality:,Spain ,Gender:, ,Age:,91  years,,,,
,Name:,Fernando,Family name:,Manzaneque Sánchez,Nationality:,Spain ,Gender:, ,Age:,70 years,Date of birth:,,,
,Name:,Jacques,Family name:,Anquetil,Nationality:,France ,Gender:, ,Age:,53 years,Date of birth:,,,
,Name:,Frans,Family name:,Brands,Nationality:,Belgium ,Gender:, ,Age:,67 years,Date of birth:,,,
,Name:,Jacques,Family name:,Anquetil,Nationality:,France ,Gender:, ,Age:,53 years,Date of birth:,,,
,Name:,Roger,Family name:,De Breuker,Nationality:,Belgium ,Gender:, ,Age:,78 years,Date of birth:,,,
,Name:,Rik,Family name:,Van Looy,Nationality:,Belgium ,Gender:, ,Age:,85  years,,,,
,Name:,Federico,Family name:,Martín Bahamontes,Nationality:,Spain ,Gender:, ,Age:,91  years,,,,
,Name:,Jacques,Family name:,Anquetil,Nationality:,France ,Gender:, ,Age:,53 years,Date of birth:,,,
,Name:,Rik,Family name:,Van Looy,Nationality:,Belgium ,Gender:, ,Age:,85  years,,,,
,Name:,Rudi,Family name:,Altig,Nationality:,Germany ,Gender:, ,Age:,79 years,Date of birth:,,,
,Name:,André,Family name:,Darrigade,Nationality:,France ,Gender:, ,Age:,90  years,,,,
,Name:,Rik,Family name:,Van Looy,Nationality:,Belgium ,Gender:, ,Age:,85  years,,,,
,Name:,Rudi,Family name:,Altig,Nationality:,Germany ,Gender:, ,Age:,79 years,Date of birth:,,,
,Name:,Willy,Family name:,Vanden Berghen,Nationality:,Belgium ,Gender:, ,Age:,80  years,,,,
,Name:,Emile,Family name:,Daems,Nationality:,Belgium ,Gender:, ,Age:,81  years,,,,
,Name:,Robert,Family name:,Cazala,Nationality:,France ,Gender:, ,Age:,85  years,,,,
,Name:,Huub,Family name:,Zilverberg,Nationality:,The Netherlands ,Gender:, ,Age:,80  years,,,,
,Name:,Mario,Family name:,Minieri,Nationality:,Italy ,Gender:, ,Age:,81  years,,,,
,Name:,Jacques,Family name:,Anquetil,Nationality:,France ,Gender:, ,Age:,53 years,Date of birth:,,,
,Name:,Antonio,Family name:,Bailetti,Nationality:,Italy ,Gender:, ,Age:,81  years,,,,
,Name:,Willy,Family name:,Vannitsen,Nationality:,Belgium ,Gender:, ,Age:,66 years,Date of birth:,,,
,Name:,Eddy,Family name:,Pauwels,Nationality:,Belgium ,Gender:, ,Age:,81 years,Date of birth:,,,
,Name:,Robert,Family name:,Cazala,Nationality:,France ,Gender:, ,Age:,85  years,,,,
,Name:,Federico,Family name:,Martín Bahamontes,Nationality:,Spain ,Gender:, ,Age:,91  years,,,,
,Name:,Jean,Family name:,Stablinski,Nationality:,France ,,   POL from 21-05-1932 until 00-00-1948,Gender:, ,Age:,75 years,Date of birth:,
,Name:,Willy,Family name:,Vannitsen,Nationality:,Belgium ,Gender:, ,Age:,66 years,Date of birth:,,,
,Name:,Emile,Family name:,Daems,Nationality:,Belgium ,Gender:, ,Age:,81  years,,,,
,Name:,Rudi,Family name:,Altig,Nationality:,Germany ,Gender:, ,Age:,79 years,Date of birth:,,,
,Name:,Emile,Family name:,Daems,Nationality:,Belgium ,Gender:, ,Age:,81  years,,,,
,Name:,Raymond,Family name:,Poulidor,Nationality:,France ,Gender:, ,Age:,83  years,,,,
,Name:,Jacques,Family name:,Anquetil,Nationality:,France ,Gender:, ,Age:,53 years,Date of birth:,,,
,Name:,Dino,Family name:,Bruni,Nationality:,Italy ,Gender:, ,Age:,87  years,,,,
,Name:,Rino,Family name:,Benedetti,Nationality:,Italy ,Gender:, ,Age:,73 years,Date of birth:,,,
,Name:,Jacques,Family name:,Anquetil,Nationality:,France ,Gender:, ,Age:,53 years,Date of birth:,,,
,Name:,Federico,Family name:,Martín Bahamontes,Nationality:,Spain ,Gender:, ,Age:,91  years,,,,
,Name:,Rudi,Family name:,Altig,Nationality:,Germany ,Gender:, ,Age:,79 years,Date of birth:,,,
,Name:,André,Family name:,Darrigade,Nationality:,France ,Gender:, ,Age:,90  years,,,,
,Name:,Jacques,Family name:,Anquetil,Nationality:,France ,Gender:, ,Age:,53 years,Date of birth:,,,
,Name:,André,Family name:,Darrigade,Nationality:,France ,Gender:, ,Age:,90  years,,,,
,Name:,Emile,Family name:,Daems,Nationality:,Belgium ,Gender:, ,Age:,81  years,,,,
,Name:,Anatole,Family name:,Novak,Nationality:,France ,Gender:, ,Age:,82  years,,,,
,Name:,Louis,Family name:,Bergaud,Nationality:,France ,Gender:, ,Age:,90  years,,,,
,Name:,Joseph,Family name:,Planckaert,Nationality:,Belgium ,Gender:, ,Age:,73 years,Date of birth:,,,
,Name:,Jean,Family name:,Stablinski,Nationality:,France ,,   POL from 21-05-1932 until 00-00-1948,Gender:, ,Age:,75 years,Date of birth:,
,Name:,Jean,Family name:,Forestier,Nationality:,France ,Gender:, ,Age:,88  years,,,,
,Name:,Charly,Family name:,Gaul,Nationality:,Luxemburg ,Gender:, ,Age:,72 years,Date of birth:,,,
,Name:,Guy,Family name:,Ignolin,Nationality:,France ,Gender:, ,Age:,75 years,Date of birth:,,,
,Name:,Guido,Family name:,Carlesi,Nationality:,Italy ,Gender:, ,Age:,82  years,,,,
,Name:,Michel,Family name:,Van Aerde,Nationality:,Belgium ,Gender:, ,Age:,85  years,,,,
,Name:,André,Family name:,Darrigade,Nationality:,France ,Gender:, ,Age:,90  years,,,,
,Name:,Eddy,Family name:,Pauwels,Nationality:,Belgium ,Gender:, ,Age:,81 years,Date of birth:,,,
,Name:,Guido,Family name:,Carlesi,Nationality:,Italy ,Gender:, ,Age:,82  years,,,,
,Name:,Imerio,Family name:,Massignan,Nationality:,Italy ,Gender:, ,Age:,82  years,,,,
,Name:,Eddy,Family name:,Pauwels,Nationality:,Belgium ,Gender:, ,Age:,81 years,Date of birth:,,,
,Name:,Martin,Family name:,Van Geneugden,Nationality:,Belgium ,Gender:, ,Age:,82 years,Date of birth:,,,
,Name:,Jacques,Family name:,Anquetil,Nationality:,France ,Gender:, ,Age:,53 years,Date of birth:,,,
,Name:,André,Family name:,Darrigade,Nationality:,France ,Gender:, ,Age:,90  years,,,,
,Name:,Robert,Family name:,Cazala,Nationality:,France ,Gender:, ,Age:,85  years,,,,
,Name:,Jacques,Family name:,Anquetil,Nationality:,France ,Gender:, ,Age:,53 years,Date of birth:,,,
,Name:,Imerio,Family name:,Massignan,Nationality:,Italy ,Gender:, ,Age:,82  years,,,,
,Name:,André,Family name:,Darrigade,Nationality:,France ,Gender:, ,Age:,90  years,,,,
,Name:,Julien,Family name:,Schepens,Nationality:,Belgium ,Gender:, ,Age:,70 years,Date of birth:,,,
,Name:,Roger,Family name:,Rivière,Nationality:,France ,Gender:, ,Age:,40 years,Date of birth:,,,
,Name:,René,Family name:,Privat,Nationality:,France ,Gender:, ,Age:,64 years,Date of birth:,,,
,Name:,Nino,Family name:,Defilippis,Nationality:,Italy ,Gender:, ,Age:,78 years,Date of birth:,,,
,Name:,Jean,Family name:,Graczyk,Nationality:,France ,,   POL from 26-05-1933 until 23-06-1949,Gender:, ,Age:,71 years,Date of birth:,
,Name:,André,Family name:,Darrigade,Nationality:,France ,Gender:, ,Age:,90  years,,,,
,Name:,Roger,Family name:,Rivière,Nationality:,France ,Gender:, ,Age:,40 years,Date of birth:,,,
,Name:,Graziano,Family name:,Battistini,Nationality:,Italy ,Gender:, ,Age:,57 years,Date of birth:,,,
,Name:,Nino,Family name:,Defilippis,Nationality:,Italy ,Gender:, ,Age:,78 years,Date of birth:,,,
,Name:,Martin,Family name:,Van Geneugden,Nationality:,Belgium ,Gender:, ,Age:,82 years,Date of birth:,,,
,Name:,Roger,Family name:,Rivière,Nationality:,France ,Gender:, ,Age:,40 years,Date of birth:,,,
,Name:,Kurt,Family name:,Gimmi,Nationality:,Switzerland ,Gender:, ,Age:,67 years,Date of birth:,,,
,Name:,Jean,Family name:,Graczyk,Nationality:,France ,,   POL from 26-05-1933 until 23-06-1949,Gender:, ,Age:,71 years,Date of birth:,
,Name:,Louis,Family name:,Proost,Nationality:,Belgium ,Gender:, ,Age:,73 years,Date of birth:,,,
,Name:,Martin,Family name:,Van Geneugden,Nationality:,Belgium ,Gender:, ,Age:,82 years,Date of birth:,,,
